     320       332       337
     354       363       362
     346       354       340
     285       273       293
     285       263       273
     263       285       274
     285       294       274
     294       305       314
     285       305       294
     313       305       293
     305       285       293
     318       309       328
     309       320       328
     320       309       301
     301       309       291
     291       309       299
     309       318       299
     352       359       361
     364       356       361
     352       345       338
     356       345       352
     326       335       342
     287       303       296
     297       303       287
     347       341       355
     359       347       355
     347       359       352
     347       352       338
     341       325       334
     306       325       315
     341       349       355
     342       349       334
     349       341       334
     306       286       296
     286       277       296
     275       295       282
     295       306       315
     286       295       275
     295       286       306
     166       163       143
     143       163       142
      99        87       100
     119        99       100
      99       119       130
     121       119       100
     130       119       142
     119       121       142
      99       110        90
     110        99       130
     101        79        90
     101        89        79
     101       110       122
     110       101        90
      69        56        68
      69        83        90
      83        69        68
      83        99        90
      87        83        68
      83        87        99
     140       162       151
     140       151       122
     110       140       122
     140       110       130
     151       174       159
     162       174       151
     174       162       179
     203       200       223
     224       203       223
     245       224       223
     224       245       247
     276       267       283
     265       276       287
     297       276       283
     276       297       287
     256       276       265
     276       256       267
     286       264       277
     264       253       243
     253       264       275
     264       286       275
      58        76        66
      49        58        66
      76        58        67
      58        48        67
      48        58        39
      58        49        39
       6        17         9
      12        18         4
      18         6         4
       6        18        17
      18        12        26
      17        18        29
      22        30        15
      15        30        23
      23        30        39
      30        48        39
      48        30        38
      30        22        38
       8         3         1
       3         8        12
       8        20        12
      43        34        26
      34        18        26
      18        34        29
      56        54        42
      54        56        69
      24        31        40
      54        31        42
      31        54        40
      16        25        11
      16        32        25
      16        24        32
     221       211       199
     210       221       199
     221       210       232
     221       232       242
     234       221       242
     211       221       234
     108       125       120
      97       108        88
     125       108       114
     108        97       114
     125       132       144
     132       125       114
     155       145       167
     186       155       167
     155       186       173
     155       132       145
     155       173       144
     132       155       144
     145       134       156
     147       134       127
     134       147       156
     134       117       127
     230       222       241
     222       234       241
     211       222       194
     222       211       234
     213       235       212
     213       230       235
     191       213       212
     257       270       248
     288       270       268
     270       257       268
     230       246       235
     246       257       235
     246       230       241
     258       246       241
     257       246       268
     246       258       268
     289       307       288
     289       288       268
     307       289       300
     157       184       168
     147       157       168
     157       147       135
     170       197       184
     157       170       184
     170       160       183
     197       170       183
     217       229       238
     205       227       216
     217       227       205
     250       227       238
     227       217       238
     193       182       205
     160       172       183
     172       193       183
     172       182       193
     272       261       282
     261       272       250
     259       271       280
     259       252       242
     259       280       269
     252       259       269
     271       249       260
     249       239       260
     239       249       232
     232       249       242
     249       259       242
     259       249       271
     175       188       154
     153       175       154
     175       191       188
     191       175       187
     175       164       187
     175       153       164
     136       131       120
     136       153       131
     125       136       120
     136       125       144
     164       136       144
     153       136       164
      75        86        67
      57        75        67
      77        66        88
      77        59        66
      59        77        78
      96       109       118
      61        53        73
      53        61        43
      84        94        74
      94        82        74
      82        94       104
      91        80       102
      64        84        74
      55        64        74
      64        55        45
      64        45        51
      55        37        45
      45        37        28
      37        21        28
      37        55        44
      37        44        27
      21        37        27
     336       344       351
     336       351       343
     336       343       327
     318       336       327
     336       318       328
     344       336       328
     350       360       357
     348       354       362
     360       348       362
     348       360       350
     354       348       340
     348       332       340
     348       350       337
     332       348       337
     363       358       365
     358       363       354
     346       358       354
     332       323       340
     323       332       314
     305       323       314
     323       305       313
     346       330       339
     330       323       313
     330       346       340
     323       330       340
     330       322       339
     322       330       313
     303       312       326
     335       312       324
     312       335       326
     312       303       297
     312       310       324
     310       312       297
     316       325       306
     316       303       326
     316       326       334
     325       316       334
     316       306       296
     303       316       296
     347       331       341
     331       325       341
     331       347       338
     325       331       315
     321       331       338
     331       321       315
     163       152       142
     152       130       142
     152       140       130
     140       152       162
     176       152       163
     162       176       179
     152       176       162
     178       166       177
     178       163       166
     200       178       177
     178       200       203
     178       176       163
     169       146       159
     137       149       128
     151       133       122
     133       151       159
     146       133       159
     229       219       243
     219       233       243
     174       180       159
     180       169       159
     169       180       196
     244       233       215
     244       256       265
     226       244       215
     244       226       256
     255       244       265
     244       255       233
     277       255       265
     264       255       277
     233       255       243
     255       264       243
       2        13         1
      13         8         1
      13         2        10
      13        21        27
      21        13        10
      20        13        27
       8        13        20
      65        72        85
      75        65        85
      65        75        57
      63        69        79
      63        54        69
      63        79        70
      54        63        40
      97       107       114
     107        97        86
     117       106       127
      92       106        85
     202       222       230
     213       202       230
     194       202       187
     222       202       194
     202       191       187
     202       213       191
     258       278       268
     278       289       268
     278       269       290
     278       258       269
     300       278       290
     289       278       300
     148       157       135
     148       170       157
     148       138       160
     170       148       160
     217       208       229
     208       219       229
     219       208       196
     195       217       205
     182       195       205
     195       182       171
     195       208       217
     182       161       171
     161       149       171
     161       139       149
     172       161       182
     150       172       160
     138       150       160
     150       138       129
     139       150       129
     161       150       139
     150       161       172
     272       292       284
     292       272       282
     272       262       250
     262       272       284
     251       262       273
     262       284       273
      77        98        78
      98        96        78
      96        98       109
     109        98       120
      98       108       120
     108        98        88
      98        77        88
     103       112        92
     112       135       127
     106       112       127
     112       106        92
     115       104       129
     138       115       129
      81        61        73
      61        81        72
      81        92        72
      81       103        92
     105        94        84
      91       105        84
     104       116       129
      94       116       104
     116       139       129
     105       116        94
     139       116       128
     116       105       128
      71        91        84
      64        71        84
      71        60        80
      91        71        80
      60        71        51
      71        64        51
     353       364       365
     358       353       365
     364       353       356
     345       353       339
     353       345       356
     353       346       339
     353       358       346
     329       345       339
     322       329       339
     329       322       311
     321       329       311
     345       329       338
     329       321       338
     304       313       293
     304       322       313
     322       304       311
     284       304       293
     292       304       284
     304       292       311
     302       295       315
     321       302       315
     295       302       282
     302       292       282
     302       321       311
     292       302       311
     176       190       179
     190       178       203
     178       190       176
     137       123       146
     123       133       146
     233       206       215
     219       206       233
     206       219       196
     180       206       196
     192       180       174
     192       174       179
     206       192       215
     192       206       180
     236       224       247
     226       236       256
     267       236       247
     256       236       267
      65        52        72
      61        52        43
      52        61        72
      52        34        43
      60        50        70
      50        63        70
      63        50        40
      50        60        41
      40        50        32
      50        41        32
     107        95       117
      95       106       117
      75        95        86
      95       107        86
      95        75        85
     106        95        85
     124       107       117
     124       134       145
     134       124       117
     132       124       145
     124       132       114
     107       124       114
     126       148       135
     112       126       135
     126       112       103
     115       126       103
     148       126       138
     126       115       138
     149       158       171
     137       158       149
     169       158       146
     158       137       146
     181       195       171
     195       181       208
     158       181       171
     208       181       196
     181       169       196
     181       158       169
     216       237       228
     237       251       228
     237       262       251
     262       237       250
     227       237       216
     237       227       250
      93        82       104
     115        93       104
      82        93        73
      93       115       103
      93        81        73
      81        93       103
     111       123       102
     123       111       133
      89       111       102
     101       111        89
     111       101       122
     133       111       122
     113        91       102
     123       113       102
     113       123       137
     113       137       128
     105       113       128
     113       105        91
     204       226       215
     192       204       215
     204       192       179
     190       204       179
      34        46        29
      52        46        34
      29        46        38
      46        52        65
      46        57        38
      46        65        57
     214       236       226
     204       214       226
     236       214       224
     214       204       190
     224       214       203
     214       190       203
      33       366        23
     225       248       367
     333       368       319
     343       369       333
     121       370       143
     245       371       266
     279       372       298
     310       298       373
     279       266       374
      33        47       375
      15       376         9
       3         4       377
       7         5       378
       7       379        11
       2       380         5
     225       381       201
     201       382       189
     307       319       383
     165       384       141
     165       189       385
     141       386       118
      59       387        47
     351       357       388
     363       389       362
     359       390       361
     364       361       391
     335       392       342
     359       355       393
     349       394       355
     342       395       349
     166       143       396
      87       397       100
     121       100       398
      56       399        68
      87        68       400
     200       401       223
     245       223       402
       6         9       403
       6       404         4
      15        23       405
       3       406         1
      56        42       407
      24       408        31
      31       409        42
      16        11       410
      16       411        24
     270       412       248
     288       413       270
     307       414       288
      59        78       415
      96       118       416
     351       417       343
     360       418       357
     360       362       419
     363       365       420
     335       324       421
     310       422       324
     166       423       177
     200       177       424
       2         1       425
      96       426        78
     364       427       365
