      84        57        68
     864       886       890
     515       479       513
     404       366       402
     924       923       906
    1011      1026      1015
    1019      1007      1015
     926       936       914
     494       528       492
     554       530       556
     532       560       558
     589       556       558
     792       821       800
     821       851       857
     857       873       855
     647       685       681
     619       647       617
     615       589       617
     685       683       710
     665       698       663
     824       807       825
     875       906       874
     923       947       921
     927       907       921
     900       919       904
     362       339       337
     305       335       337
     930       926       910
     887       865       891
     879       887       910
     851       841       869
     841       813       835
     905       869       895
     883       914       895
     863       879       883
     831       863       835
     683       649       679
     651       677       673
     736       742       706
     706       679       673
     367       405       403
     187       185       157
      16        18         5
     198       176       158
     224       198       222
     210       247       222
      97       125       113
      27        21        13
      57        47        35
      68        55        82
      47        64        41
      33        23        41
      49        27        33
     177       199       159
     145       159       171
     925       929       909
     935       925       913
     886       878       909
     785       812       779
     781       757       779
     801       769       805
     769       749       751
     733       767       747
     713       747       751
     632       602       594
     577       600       579
     575       577       539
     517       515       539
     598       575       573
     513       511       537
     507       535       509
     511       477       509
     573       537       571
     366       347       345
     289       255       287
     291       289       309
     343       345       309
     287       285       307
     341       364       343
     339       341       307
     406       404       426
     364       398       400
     402       400       424
     285       253       283
     253       234       232
     281       305       283
     184       186       156
     839       845       867
     893       889       867
     877       875       859
     825       827       859
     773       808       775
    1021      1019      1028
    1030      1024      1023
    1013      1021      1023
    1009      1011       995
     936       958       954
     916       893       897
     871       903       897
     696       660       661
     641       663       661
     607       641       605
     546       526       548
     552       554       587
     609       607       585
     528       552       550
     548       550       585
     526       488       490
     492       490       468
     433       468       431
     379       355       381
     328       357       326
     506       534       504
     766       800       804
     742       766       744
     746       710       744
     722       700       724
     681       708       671
     720       722       756
     698       720       718
     613       615       645
     667       665       643
     700       667       669
     645       671       669
     587       613       611
     643       609       611
     715       696       716
     807       771       772
     774       772       754
     716       718       754
     771       773       753
     717       715       753
    1018      1020      1027
    1024      1029      1022
    1020      1012      1022
    1025      1010      1014
    1006      1018      1014
     999      1013      1001
     996      1006       990
     850       820       856
     898       900       872
     872       856       854
     957       935       953
     975       979       994
    1010      1008       994
     699       668       666
     697       717       719
     682       678       648
     226       224       249
     279       281       251
     448       446       475
     505       507       475
     418       448       450
     477       452       450
     262       264       296
     320       318       296
     355       320       324
     300       326       324
     376       352       374
     770       802       806
     768       734       748
     750       770       752
     748       714       752
     734       730       704
     677       675       702
     675       653       687
     689       704       687
     603       633       595
     601       578       580
     534       566       564
     560       564       591
     623       619       591
     649       623       621
     627       651       625
     625       621       593
     568       536       570
     566       568       593
     758       782       780
     730       758       726
     728       702       726
     762       736       728
     786       792       762
     813       786       780
     348       367       346
     405       407       427
     399       365       401
     401       403       425
     142       157       140
     179       177       153
     153       114       134
     256       290       288
     290       292       310
     346       344       310
     365       342       344
     233       235       254
     282       280       252
     239       256       237
     205       187       189
     235       205       237
     225       227       250
     199       225       223
     330       328       302
     280       304       278
     302       274       276
     250       278       276
      14         3        10
      28        16        14
      22        32        40
      32        26        48
      52        61        48
      26        12        20
      30        50        52
      18        30        20
      99        77        71
      61        87        71
     125       129       144
     158       144       170
     117       148       121
     129        99       121
      54        67        81
      89        97        83
      67        56        83
      77        89        63
      56        34        46
      40        63        46
     123       131       103
     146       127       131
     127       117       101
      87        91       101
     166       172       150
     150       123       119
      95       115       119
       4        15        11
      15        17        29
      17         6        19
      21        31        19
      64        90        78
     126       145       130
      90        84        98
     114       126        98
     130       122       100
      72        78       100
     211       223       248
     264       245       266
     272       300       266
     274       272       248
     904       894       868
     894       913       882
     840       850       868
     812       840       834
     862       830       834
     878       862       882
     749       737       711
     654       632       638
     658       654       690
     694       711       690
     600       636       638
     692       713       694
     818       805       797
     842       848       818
     836       864       842
     830       836       814
     789       781       814
     767       789       797
     543       523       561
     581       594       561
     579       581       541
     634       598       630
     636       634       656
     688       692       656
     105        73        93
      81       109        93
     139       156       141
     107       105       111
     137       139       111
     255       238       236
     234       236       204
     186       204       188
     827       809       829
     809       774       776
     756       778       776
     784       811       778
     811       839       833
     833       861       829
     937       943       915
     917       898       902
     896       892       915
     870       896       902
     884       911       888
     892       866       888
     808       826       828
     826       824       858
     874       876       858
     832       828       860
     907       880       876
     880       884       860
     755       775       777
     723       699       721
     719       755       721
     731       723       759
     912       934       932
     889       912       885
     908       877       881
     861       885       881
    1007       997       991
     974       991       972
     997       999       984
    1017      1009      1003
     993       986      1005
     982       993      1003
     980       974       956
     995       980       976
     934       938       956
     938       916       944
     964       982       976
     950       964       944
     989       978       970
     986       960       978
     942       954       970
     660       662       640
     662       697       664
     666       642       664
     605       604       583
     604       640       606
     525       545       547
     545       546       583
     318       353       316
     435       433       411
     411       373       375
     377       379       413
     353       377       375
     409       431       429
     487       525       489
     488       487       466
     429       466       428
     357       385       383
     415       381       383
     804       823       796
     845       817       847
     855       853       823
     853       871       847
     740       746       764
     708       740       732
     760       724       732
     788       784       760
     817       788       794
     764       796       794
    1012       998      1000
     998       996       983
    1001      1000       987
     967       968       987
     947       967       965
     961       965       983
     979       955       973
     990       973       971
     955       937       933
     911       931       933
     931       927       951
     951       961       971
     820       791       799
     791       785       761
     919       939       941
     953       941       969
     977       988       969
    1008      1016      1002
     535       567       569
     596       571       569
     416       386       384
     446       416       444
     442       473       444
     247       271       273
     386       388       358
     388       418       390
     392       360       390
     335       333       360
     394       392       420
     396       362       394
     398       396       422
     452       454       420
     479       456       454
     456       458       422
     806       819       798
     849       843       819
     865       837       843
     837       831       815
     782       790       815
     790       768       798
     738       750       712
     633       655       639
     655       659       691
     712       695       691
     637       601       639
     635       637       657
