  0.0000000000000000e+00   3.4244612730946283e-02 
  3.9718749999999997e-03   3.4244612730946290e-02 
  7.9437499999999994e-03   3.4244612730946276e-02 
  1.1915624999999999e-02   3.4244612730946283e-02 
  1.5887499999999999e-02   3.4244612730946297e-02 
  1.9859374999999999e-02   3.4244612730946283e-02 
  2.3831249999999998e-02   3.4244612730946297e-02 
  2.7803124999999998e-02   3.4244612730946304e-02 
  3.1774999999999998e-02   3.4244612730946304e-02 
  3.5746874999999997e-02   3.4244612730946304e-02 
  3.9718749999999997e-02   3.4244612730946297e-02 
  4.3690624999999997e-02   3.4244612730946304e-02 
  4.7662499999999997e-02   3.4244612730946290e-02 
  5.1634374999999996e-02   3.4244612730946290e-02 
  5.5606249999999996e-02   3.4244612730946304e-02 
  5.9578124999999996e-02   3.4244612730946318e-02 
  6.3549999999999995e-02   3.4244612730946311e-02 
  6.7521874999999995e-02   3.4244612730946311e-02 
  7.1493749999999995e-02   3.4244612730946325e-02 
  7.5465624999999995e-02   3.4244612730946318e-02 
  7.9437499999999994e-02   3.4244612730946311e-02 
  8.3409374999999994e-02   3.4244612730946325e-02 
  8.7381249999999994e-02   3.4244612730946325e-02 
  9.1353124999999993e-02   3.4244612730946318e-02 
  9.5324999999999993e-02   3.4244612730946304e-02 
  9.9296874999999993e-02   3.4244612730946332e-02 
  1.0000000000000001e-01   3.4244612730946339e-02 
  1.0397187500000001e-01   3.4244612730946311e-02 
  1.0794375000000000e-01   3.4244612730946325e-02 
  1.1191562500000000e-01   3.4244612730946339e-02 
  1.1588750000000000e-01   3.4244612730946332e-02 
  1.1985937500000000e-01   3.4244612730946332e-02 
  1.2383125000000000e-01   3.4244612730946311e-02 
  1.2780312500000002e-01   3.4244612730946325e-02 
  1.3177500000000003e-01   3.4244612730946325e-02 
  1.3574687500000004e-01   3.4244612730946325e-02 
  1.3971875000000006e-01   3.4244612730946332e-02 
  1.4369062500000007e-01   3.4244612730946325e-02 
  1.4766250000000009e-01   3.4244612730946332e-02 
  1.5163437500000010e-01   3.4244612730946339e-02 
  1.5560625000000011e-01   3.4244612730946332e-02 
  1.5957812500000013e-01   3.4244612730946346e-02 
  1.6355000000000014e-01   3.4244612730946339e-02 
  1.6752187500000015e-01   3.4244612730946346e-02 
  1.7149375000000017e-01   3.4244612730946325e-02 
  1.7546562500000018e-01   3.4244612730946332e-02 
  1.7943750000000019e-01   3.4244612730946339e-02 
  1.8340937500000021e-01   3.4244612730946339e-02 
  1.8738125000000022e-01   3.4244612730946346e-02 
  1.9135312500000023e-01   3.4244612730946346e-02 
  1.9532500000000025e-01   3.4244612730946339e-02 
  1.9929687500000026e-01   3.4244612730946339e-02 
  2.0000000000000001e-01   3.4244612730946339e-02 
